Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3)
01/01/2015,00:00,46,2.8,21.1,26.9,84.2,0.0,,0.000,5.1,0.0
01/01/2015,01:00,39,2.0,25.4,26.5,85.3,0.0,,0.000,4.4,0.6
01/01/2015,02:00,43,2.0,22.9,26.3,86.1,0.0,,,6.2,1.4
01/01/2015,03:00,37,1.6,20.4,26.2,86.2,0.0,,0.000,8.4,2.9
01/01/2015,04:00,47,1.6,20.7,26.3,86.0,0.0,,0.000,6.4,2.4
01/01/2015,05:00,57,2.2,19.4,26.7,84.7,0.0,,0.000,14.9,3.3
01/01/2015,06:00,60,3.4,19.0,27.6,79.1,0.0,,0.000,4.7,2.8
01/01/2015,07:00,50,3.1,23.2,28.2,76.0,0.0,,0.000,18.2,2.7
01/01/2015,08:00,55,3.3,22.8,28.6,73.0,0.0,,0.000,10.4,1.0
01/01/2015,09:00,59,3.5,18.7,28.7,73.1,0.0,,0.000,13.3,2.1
01/01/2015,10:00,52,3.4,25.8,29.9,69.0,0.0,,0.000,20.8,2.1
01/01/2015,11:00,56,3.7,26.6,29.9,68.5,0.0,,0.000,23.4,2.8
01/01/2015,12:00,58,3.5,24.8,30.2,67.7,0.0,,0.000,12.7,-0.7
01/01/2015,13:00,45,3.8,26.4,30.2,67.6,0.0,,0.000,24.1,0.1
01/01/2015,14:00,56,4.1,22.4,30.0,66.8,0.0,,0.000,,
01/01/2015,15:00,55,4.2,22.3,29.6,66.8,0.0,,0.000,11.3,1.1
01/01/2015,16:00,51,4.3,18.4,28.9,67.8,0.0,,0.000,4.9,0.5
01/01/2015,17:00,51,3.6,18.6,28.1,71.5,0.0,,0.000,13.0,3.5
01/01/2015,18:00,47,3.5,18.2,27.3,76.0,0.0,,0.000,11.5,3.1
01/01/2015,19:00,45,3.1,22.3,26.9,77.5,0.0,,0.000,9.2,3.7
01/01/2015,20:00,37,2.8,24.8,26.7,77.5,0.0,,0.000,8.0,2.6
01/01/2015,21:00,51,2.8,19.8,26.7,77.6,0.0,,0.000,8.4,1.3
01/01/2015,22:00,52,3.1,17.6,26.5,78.6,0.0,,0.000,7.3,-0.4
01/01/2015,23:00,36,2.3,20.3,26.3,80.4,0.0,,0.000,9.6,-0.2
02/01/2015,00:00,32,2.1,23.9,26.2,80.8,0.0,,0.000,3.4,0.0
02/01/2015,01:00,36,2.2,21.5,26.0,82.0,0.0,,0.000,13.3,0.7
02/01/2015,02:00,38,2.6,20.5,25.9,82.1,0.0,,,5.6,0.1
02/01/2015,03:00,40,2.4,20.2,25.8,81.8,0.0,,0.000,8.1,2.0
02/01/2015,04:00,40,2.2,21.0,25.7,82.1,0.0,,0.000,10.7,2.3
02/01/2015,05:00,37,2.0,24.2,26.0,81.0,0.0,,0.000,19.7,4.3
02/01/2015,06:00,48,2.4,24.6,27.3,75.6,0.0,,0.000,13.7,3.6
02/01/2015,07:00,58,3.3,22.6,28.1,70.4,0.0,,0.000,9.4,4.9
02/01/2015,08:00,60,3.5,21.1,28.2,68.8,0.0,,0.000,18.4,2.3
02/01/2015,09:00,65,3.0,24.0,28.9,67.7,0.0,,0.000,17.0,3.0
02/01/2015,10:00,56,3.9,21.4,29.2,66.2,0.0,,0.000,22.1,1.7
02/01/2015,11:00,64,4.2,22.8,29.3,67.4,0.0,,0.000,22.3,2.8
02/01/2015,12:00,71,4.3,19.1,29.2,68.1,0.0,,0.000,18.9,1.9
02/01/2015,13:00,66,5.0,19.1,29.4,67.9,0.0,,0.000,16.7,0.3
02/01/2015,14:00,63,4.5,18.8,28.3,71.0,0.0,,0.000,11.5,0.7
02/01/2015,15:00,59,3.8,18.8,27.9,71.5,0.0,,0.000,7.0,1.2
02/01/2015,16:00,78,3.9,20.4,28.0,70.2,0.0,,0.000,17.0,2.8
02/01/2015,17:00,70,4.1,18.5,27.5,72.2,0.0,,0.000,11.8,2.2
02/01/2015,18:00,73,4.0,17.4,26.9,74.6,0.0,,0.000,10.5,1.9
02/01/2015,19:00,77,3.6,20.2,26.7,75.1,0.0,,0.000,10.6,2.6
02/01/2015,20:00,69,3.7,18.0,26.6,76.4,0.0,,0.000,15.7,2.1
02/01/2015,21:00,68,4.0,17.2,26.5,76.8,0.0,,0.000,14.0,2.1
02/01/2015,22:00,62,3.7,18.8,26.5,76.5,0.0,,0.000,10.0,1.6
02/01/2015,23:00,63,3.6,16.6,26.4,76.6,0.0,,0.000,10.2,0.5
03/01/2015,00:00,59,3.2,17.5,26.3,76.8,0.0,,0.000,13.0,-1.0
03/01/2015,01:00,57,3.3,18.5,26.2,77.5,0.0,,0.000,12.0,0.4
03/01/2015,02:00,60,3.2,20.3,26.1,78.1,0.0,,,11.5,1.2
03/01/2015,03:00,57,3.1,17.4,26.0,78.3,0.0,,0.000,13.7,2.6
03/01/2015,04:00,62,3.0,19.3,26.1,77.8,0.0,,0.000,11.2,2.4
03/01/2015,05:00,60,2.9,18.8,26.2,76.8,0.0,,0.000,21.0,4.4
03/01/2015,06:00,74,3.5,20.2,26.3,77.2,0.0,,0.000,16.3,4.3
03/01/2015,07:00,84,3.5,19.3,26.3,76.5,0.0,,0.000,15.9,3.5
03/01/2015,08:00,76,3.7,17.3,26.3,77.4,0.0,,0.000,29.8,4.5
03/01/2015,09:00,87,3.7,17.3,26.6,77.4,0.0,,0.000,19.7,4.1
03/01/2015,10:00,72,3.7,18.2,27.1,72.7,0.0,,0.000,15.6,3.5
03/01/2015,11:00,58,3.7,22.3,27.0,74.1,0.0,,0.000,24.9,5.6
03/01/2015,12:00,59,3.9,22.9,27.9,69.5,0.0,,0.000,17.9,2.7
03/01/2015,13:00,56,3.6,22.2,28.3,65.2,0.0,,0.000,12.3,1.8
03/01/2015,14:00,56,3.3,21.1,28.0,67.0,0.0,,0.000,22.1,3.0
03/01/2015,15:00,39,3.2,28.9,28.3,65.0,0.0,,0.000,19.2,2.6
03/01/2015,16:00,51,3.5,26.3,28.1,65.8,0.0,,0.000,19.7,4.3
03/01/2015,17:00,65,4.1,18.3,27.2,67.9,0.0,,0.000,16.8,3.7
03/01/2015,18:00,63,2.9,19.1,26.4,71.7,0.0,,0.000,17.5,3.8
03/01/2015,19:00,76,2.9,20.2,26.1,74.2,0.0,,0.000,22.3,3.8
03/01/2015,20:00,78,3.1,19.7,25.9,75.2,0.0,,0.000,22.1,3.8
03/01/2015,21:00,69,3.2,17.6,25.8,74.6,0.0,,0.000,11.8,2.8
03/01/2015,22:00,63,3.0,24.0,24.7,79.9,0.6,,0.000,32.4,2.6
03/01/2015,23:00,69,3.2,18.3,24.8,78.8,0.0,,0.000,7.5,0.6
04/01/2015,00:00,83,2.9,16.0,24.7,76.1,0.0,,0.000,8.3,0.0
04/01/2015,01:00,86,2.9,19.6,24.7,77.3,0.0,,0.000,15.1,1.3
04/01/2015,02:00,93,2.9,18.3,24.6,73.4,0.0,,,1.3,0.5
04/01/2015,03:00,94,2.7,17.1,24.5,73.9,0.0,,0.000,14.5,2.5
04/01/2015,04:00,104,2.8,18.4,24.4,70.6,0.0,,0.000,-1.9,1.3
04/01/2015,05:00,109,2.1,20.5,24.6,68.4,0.0,,0.000,11.7,2.4
04/01/2015,06:00,111,2.3,25.6,25.9,63.0,0.0,,0.000,14.9,2.7
04/01/2015,07:00,93,2.8,22.9,26.4,61.2,0.0,,0.000,14.3,2.3
04/01/2015,08:00,96,2.6,28.5,26.9,59.7,0.0,,0.000,20.3,4.3
04/01/2015,09:00,96,3.0,27.2,27.7,57.3,0.0,,0.000,16.3,2.4
04/01/2015,10:00,83,3.7,21.4,27.8,59.3,0.0,,0.000,24.6,1.7
04/01/2015,11:00,88,4.0,21.0,28.2,57.8,0.0,,0.000,14.5,1.6
04/01/2015,12:00,92,3.7,23.0,28.5,53.7,0.0,,0.000,36.9,1.1
04/01/2015,13:00,70,3.7,25.0,28.5,59.2,0.0,,0.000,32.7,2.1
04/01/2015,14:00,70,3.7,30.0,28.6,59.2,0.0,,0.000,,
04/01/2015,15:00,71,3.9,24.8,28.1,61.4,0.0,,0.000,40.8,1.6
04/01/2015,16:00,78,3.6,21.3,27.7,60.2,0.0,,0.000,18.5,2.5
04/01/2015,17:00,91,3.4,19.8,27.0,61.6,0.0,,0.000,4.4,0.7
04/01/2015,18:00,102,2.9,24.4,26.0,67.8,0.0,,0.000,24.6,3.8
04/01/2015,19:00,107,3.0,18.3,25.3,68.8,0.0,,0.000,8.5,2.8
04/01/2015,20:00,102,2.6,20.8,25.1,71.2,0.0,,0.000,19.0,3.7
04/01/2015,21:00,108,2.2,20.3,24.8,72.9,0.0,,0.000,18.5,2.9
04/01/2015,22:00,101,2.2,19.6,24.9,74.1,0.0,,0.000,9.7,1.1
04/01/2015,23:00,106,2.5,20.3,24.8,75.9,0.0,,0.000,13.4,0.7
05/01/2015,00:00,111,2.7,17.9,24.6,75.7,0.0,,0.000,5.5,-0.2
05/01/2015,01:00,132,1.5,27.7,24.3,76.1,0.0,,0.000,5.1,-0.2
05/01/2015,02:00,184,1.9,11.8,22.8,81.8,0.0,,,10.5,1.2
05/01/2015,03:00,186,2.5,11.4,22.4,83.8,0.0,,0.000,10.0,2.2
05/01/2015,04:00,181,2.4,15.4,22.2,84.3,0.0,,0.000,8.6,3.5
05/01/2015,05:00,173,2.3,12.6,22.2,84.0,0.0,,0.000,10.9,3.6
05/01/2015,06:00,180,2.7,14.1,23.7,78.1,0.0,,0.000,22.7,5.3
05/01/2015,07:00,168,2.1,24.6,25.9,72.0,0.0,,0.000,27.0,4.8
05/01/2015,08:00,123,2.6,24.3,27.0,68.7,0.0,,0.000,14.8,5.0
05/01/2015,09:00,90,1.5,90.3,26.4,70.6,0.4,,0.000,41.3,1.0
05/01/2015,10:00,137,1.9,41.0,25.0,80.6,0.0,,0.000,15.5,2.1
05/01/2015,11:00,68,2.5,42.2,26.3,75.4,0.1,,0.000,50.9,3.3
05/01/2015,12:00,81,3.0,23.8,26.3,75.4,0.3,,0.000,,
05/01/2015,13:00,71,3.9,20.4,27.6,67.3,0.0,,0.000,13.1,2.3
05/01/2015,14:00,91,2.8,31.5,24.8,79.0,0.4,,0.000,21.0,0.0
05/01/2015,15:00,84,3.2,19.5,26.6,71.0,0.0,,0.000,2.0,0.4
05/01/2015,16:00,98,3.3,21.0,26.7,70.0,0.0,,0.000,23.2,3.1
05/01/2015,17:00,103,3.4,19.5,26.4,72.5,0.0,,0.000,16.7,3.3
05/01/2015,18:00,99,2.8,20.5,24.6,82.0,0.2,,0.000,32.5,4.0
05/01/2015,19:00,108,2.6,19.1,25.1,80.3,0.0,,0.000,11.3,2.8
05/01/2015,20:00,119,2.2,20.2,25.2,80.2,0.0,,0.000,15.2,2.6
05/01/2015,21:00,104,2.7,26.5,25.2,80.0,0.2,,0.000,21.2,3.0
05/01/2015,22:00,112,2.9,18.4,23.8,82.9,0.1,,0.000,19.4,0.5
05/01/2015,23:00,113,3.1,21.1,24.8,79.2,0.0,,0.000,11.6,1.0
06/01/2015,00:00,121,2.5,21.8,24.4,79.7,0.0,,0.000,21.1,0.8
06/01/2015,01:00,131,2.0,30.4,24.4,79.4,0.0,,0.000,10.6,0.2
06/01/2015,02:00,175,1.8,13.6,23.2,84.6,0.0,,,11.9,0.9
06/01/2015,03:00,166,2.2,14.7,23.0,85.3,0.0,,0.000,11.7,2.6
06/01/2015,04:00,155,1.8,27.4,22.4,88.9,0.1,,0.000,13.0,3.1
06/01/2015,05:00,119,2.3,30.7,23.1,83.9,0.0,,0.000,8.3,2.1
06/01/2015,06:00,134,1.8,41.3,23.9,82.5,0.0,,0.000,31.9,4.5
06/01/2015,07:00,122,3.1,26.2,25.9,73.3,0.0,,0.000,10.7,3.0
06/01/2015,08:00,117,4.0,23.8,26.9,66.4,0.0,,0.000,21.2,4.0
06/01/2015,09:00,124,4.4,23.3,27.9,61.2,0.0,,0.000,14.1,2.1
06/01/2015,10:00,117,4.5,25.2,28.4,58.7,0.0,,0.000,21.4,2.5
06/01/2015,11:00,112,4.6,22.9,28.7,56.5,0.0,,0.000,5.7,1.9
06/01/2015,12:00,113,4.4,24.7,28.9,55.2,0.0,,0.000,17.6,1.6
06/01/2015,13:00,113,4.6,22.2,29.0,53.9,0.0,,0.000,17.1,2.0
06/01/2015,14:00,112,5.0,22.4,28.5,54.5,0.0,,0.000,17.3,1.9
06/01/2015,15:00,115,4.4,22.4,28.4,55.0,0.0,,0.000,14.7,1.4
06/01/2015,16:00,117,4.3,25.0,27.6,56.3,0.0,,0.000,12.3,3.4
06/01/2015,17:00,128,3.7,26.0,26.9,58.4,0.0,,0.000,19.7,2.8
06/01/2015,18:00,132,3.1,26.3,25.7,63.7,0.0,,0.000,20.0,3.4
06/01/2015,19:00,143,2.5,26.2,25.1,67.9,0.0,,0.000,13.5,2.2
06/01/2015,20:00,141,2.2,25.9,24.8,67.7,0.0,,0.000,10.8,1.8
06/01/2015,21:00,144,2.3,26.2,24.5,68.6,0.0,,0.000,8.5,1.7
06/01/2015,22:00,144,2.0,23.1,24.3,68.3,0.0,,0.000,7.5,1.1
06/01/2015,23:00,170,1.8,18.4,23.4,72.1,0.0,,0.000,18.2,1.3
07/01/2015,00:00,187,1.8,16.7,22.2,77.2,0.0,,0.000,14.3,0.4
07/01/2015,01:00,178,2.1,13.8,22.3,77.8,0.0,,0.000,11.0,0.8
07/01/2015,02:00,171,2.3,16.4,22.1,79.1,0.0,,,16.9,2.1
07/01/2015,03:00,183,2.2,16.1,21.6,83.3,0.0,,0.000,22.7,3.5
07/01/2015,04:00,179,2.6,14.7,21.7,83.1,0.0,,0.000,7.0,3.1
07/01/2015,05:00,178,2.7,19.1,21.7,82.4,0.0,,0.000,14.4,3.5
07/01/2015,06:00,166,3.5,19.2,23.1,77.4,0.0,,0.000,9.8,3.6
07/01/2015,07:00,167,3.4,21.2,24.8,70.5,0.0,,0.000,11.5,3.1
07/01/2015,08:00,147,3.7,25.5,26.0,67.2,0.0,,0.000,15.6,4.1
07/01/2015,09:00,147,3.7,22.9,26.2,65.8,0.0,,0.000,17.9,2.7
07/01/2015,10:00,149,3.2,25.6,24.7,74.3,0.4,,0.000,38.0,1.9
07/01/2015,11:00,136,3.0,23.9,22.0,90.2,4.2,,0.000,6.8,-0.3
07/01/2015,12:00,156,2.6,22.4,22.4,89.6,0.2,,0.000,7.5,1.2
07/01/2015,13:00,133,3.1,25.7,24.9,70.4,0.0,,0.000,,
07/01/2015,14:00,129,3.5,23.8,26.2,62.3,0.0,,0.000,9.6,-0.6
07/01/2015,15:00,142,3.3,26.5,24.5,71.2,0.1,,0.000,29.7,1.8
07/01/2015,16:00,140,1.8,29.8,24.5,73.8,0.0,,0.000,20.7,2.3
07/01/2015,17:00,128,2.7,24.9,25.4,70.0,0.0,,0.000,9.2,3.7
07/01/2015,18:00,137,2.6,28.5,25.0,68.6,0.0,,0.000,3.4,2.9
07/01/2015,19:00,151,1.7,23.6,24.1,69.3,0.0,,0.000,10.5,2.1
07/01/2015,20:00,169,1.5,10.4,23.0,74.1,0.0,,0.000,14.4,3.6
07/01/2015,21:00,176,1.7,10.6,22.1,76.7,0.0,,0.000,10.5,2.9
07/01/2015,22:00,186,1.8,10.2,21.7,78.5,0.0,,0.000,14.0,2.8
07/01/2015,23:00,196,1.8,11.0,21.2,79.9,0.0,,0.000,11.8,1.8
08/01/2015,00:00,194,2.1,11.1,20.9,80.9,0.0,,0.000,9.4,1.0
08/01/2015,01:00,193,2.0,15.2,20.6,81.5,0.0,,0.000,11.0,0.9
08/01/2015,02:00,201,1.9,11.0,20.1,83.8,0.0,,,12.6,2.2
08/01/2015,03:00,212,1.8,13.4,19.8,84.8,0.0,,0.000,10.3,2.4
08/01/2015,04:00,204,1.9,12.7,19.5,84.9,0.0,,0.000,9.4,3.2
08/01/2015,05:00,195,2.0,15.3,20.1,83.5,0.0,,0.000,16.5,4.1
08/01/2015,06:00,204,1.9,19.8,21.7,79.1,0.0,,0.000,20.8,4.3
08/01/2015,07:00,162,2.8,23.7,23.7,74.5,0.0,,0.000,30.6,4.7
08/01/2015,08:00,146,2.5,27.6,25.1,71.8,0.0,,0.000,10.0,2.3
08/01/2015,09:00,154,2.8,23.5,25.1,73.0,0.1,,0.000,15.2,1.2
08/01/2015,10:00,114,2.6,35.0,26.9,65.7,0.0,,0.000,19.4,2.8
08/01/2015,11:00,94,3.1,29.5,27.8,61.7,0.0,,0.000,16.6,1.5
08/01/2015,12:00,82,3.0,106.1,24.2,79.9,0.3,,0.000,33.5,1.8
08/01/2015,13:00,3,1.8,163.1,26.3,73.5,0.0,,0.001,,
08/01/2015,14:00,62,2.6,26.6,25.6,73.1,1.4,,0.000,33.9,1.6
08/01/2015,15:00,172,1.4,32.3,23.6,83.0,0.1,,0.000,18.3,0.7
08/01/2015,16:00,90,3.5,21.0,24.9,76.4,0.0,,0.000,,
08/01/2015,17:00,100,3.2,18.8,24.9,72.7,0.0,,0.000,16.1,1.9
08/01/2015,18:00,92,2.6,22.0,25.0,70.7,0.0,,0.000,8.8,1.7
08/01/2015,19:00,66,2.5,21.0,24.5,74.5,0.0,,0.000,,
08/01/2015,20:00,89,1.7,20.4,24.8,73.6,0.0,,0.000,19.6,2.4
08/01/2015,21:00,114,1.5,24.3,24.6,76.6,0.0,,0.000,20.0,3.1
08/01/2015,22:00,160,1.2,19.3,24.1,79.6,0.0,,0.000,9.1,1.5
08/01/2015,23:00,182,1.3,21.5,23.5,81.8,0.0,,0.000,11.6,1.4
09/01/2015,00:00,172,1.3,14.2,23.2,84.3,0.0,,0.000,15.7,1.5
09/01/2015,01:00,176,0.9,32.3,23.2,85.8,0.0,,0.000,16.4,2.5
09/01/2015,02:00,175,1.2,15.0,22.9,86.8,0.0,,,10.9,2.1
09/01/2015,03:00,190,1.7,13.4,22.1,88.4,0.0,,0.000,9.7,2.8
09/01/2015,04:00,186,2.2,9.1,21.6,89.3,0.0,,0.000,8.9,3.1
09/01/2015,05:00,187,2.0,16.1,21.4,89.0,0.0,,0.000,14.0,4.9
09/01/2015,06:00,185,1.6,12.7,22.0,87.6,0.0,,0.000,24.6,6.1
09/01/2015,07:00,191,0.9,40.4,24.8,79.5,0.0,,0.000,29.3,5.3
09/01/2015,08:00,89,2.2,32.2,27.5,65.0,0.0,,0.000,10.3,2.0
09/01/2015,09:00,82,2.7,26.9,28.1,63.3,0.0,,0.000,9.6,-0.3
09/01/2015,10:00,87,2.8,21.8,27.7,66.1,0.0,,0.000,13.4,0.9
09/01/2015,11:00,85,2.9,23.8,27.6,67.6,0.0,,0.000,10.4,1.8
09/01/2015,12:00,81,3.8,21.9,28.3,65.2,0.0,,0.000,18.8,-0.6
09/01/2015,13:00,76,4.1,20.4,28.2,67.1,0.0,,0.000,10.7,1.9
09/01/2015,14:00,82,3.6,20.8,28.0,68.2,0.0,,0.000,18.9,2.2
09/01/2015,15:00,63,4.3,20.6,27.7,66.8,0.0,,0.000,2.8,1.2
09/01/2015,16:00,57,4.0,20.5,27.2,67.6,0.0,,0.000,19.9,3.4
09/01/2015,17:00,56,3.8,16.5,26.2,74.0,0.0,,0.000,11.9,2.3
09/01/2015,18:00,46,3.0,19.6,25.8,74.8,0.0,,0.000,1.9,1.5
09/01/2015,19:00,36,2.5,23.2,25.6,75.5,0.0,,0.000,9.9,1.6
09/01/2015,20:00,40,2.8,21.4,25.5,76.5,0.0,,0.000,13.9,2.0
09/01/2015,21:00,35,2.6,24.9,25.4,74.9,0.0,,0.000,,
09/01/2015,22:00,33,2.2,28.5,25.4,74.9,0.0,,0.000,8.8,1.1
09/01/2015,23:00,35,2.6,23.0,25.2,73.8,0.0,,0.000,,
10/01/2015,00:00,39,2.1,24.7,24.9,73.6,0.0,,0.000,9.6,0.4
10/01/2015,01:00,36,1.7,21.4,24.5,76.3,0.0,,,15.8,1.1
10/01/2015,02:00,32,1.2,21.5,24.4,77.6,0.0,,0.000,17.1,2.9
10/01/2015,03:00,42,1.5,22.6,24.5,79.8,0.0,,0.000,23.6,3.5
10/01/2015,04:00,41,1.9,17.8,24.8,77.3,0.0,,0.000,13.0,3.6
10/01/2015,05:00,39,2.2,26.7,25.9,73.5,0.0,,0.000,18.6,3.9
10/01/2015,06:00,54,3.2,22.7,26.8,68.6,0.0,,0.000,13.2,4.0
10/01/2015,07:00,57,3.6,20.0,27.1,66.5,0.0,,0.000,10.7,3.1
10/01/2015,08:00,57,3.6,21.0,28.0,61.4,0.0,,0.000,9.9,1.0
10/01/2015,09:00,67,3.1,28.1,28.7,60.4,0.0,,0.000,18.7,2.7
10/01/2015,10:00,76,3.6,22.7,28.6,59.7,0.0,,0.000,6.0,0.5
10/01/2015,11:00,69,3.9,21.5,28.7,59.9,0.0,,0.000,24.9,2.0
10/01/2015,12:00,61,4.2,23.2,28.8,62.0,0.0,,0.000,15.5,1.6
10/01/2015,13:00,68,4.6,18.2,28.7,62.5,0.0,,0.000,14.1,2.4
10/01/2015,14:00,60,4.3,21.6,28.3,64.9,0.0,,0.000,25.7,2.5
10/01/2015,15:00,63,4.1,20.7,28.1,66.3,0.0,,0.000,15.7,3.9
10/01/2015,16:00,50,3.7,26.1,27.2,70.0,0.0,,0.000,17.2,3.9
10/01/2015,17:00,56,3.0,20.3,26.5,72.9,0.0,,0.000,12.9,3.7
10/01/2015,18:00,59,2.6,19.9,26.0,76.6,0.0,,0.000,22.1,4.0
10/01/2015,19:00,46,2.3,31.0,25.8,78.0,0.0,,0.000,17.7,3.7
10/01/2015,20:00,20,1.6,25.5,24.8,81.8,0.0,,0.001,9.8,2.4
10/01/2015,21:00,35,1.5,23.6,24.8,83.0,0.0,,0.001,11.7,2.0
10/01/2015,22:00,48,2.1,20.1,25.4,77.6,0.0,,0.000,20.9,1.0
10/01/2015,23:00,46,1.8,19.8,25.4,77.9,0.0,,0.000,12.0,1.7
11/01/2015,00:00,49,1.3,17.6,25.3,78.1,0.0,,0.000,15.0,0.9
11/01/2015,01:00,50,1.1,25.6,25.4,79.3,0.0,,,19.4,2.2
11/01/2015,02:00,212,0.8,47.1,24.6,82.8,0.0,,0.000,18.8,2.5
11/01/2015,03:00,202,1.2,23.4,24.1,85.0,0.0,,0.000,20.2,5.2
11/01/2015,04:00,201,1.4,24.8,24.0,86.7,0.0,,0.000,21.8,5.0
11/01/2015,05:00,183,1.9,15.4,24.3,86.0,0.0,,0.000,16.7,4.9
11/01/2015,06:00,191,1.9,21.2,25.2,82.1,0.0,,0.000,17.7,5.3
11/01/2015,07:00,185,1.1,66.8,26.3,77.9,0.0,,0.000,10.5,2.3
11/01/2015,08:00,299,1.1,64.3,24.8,86.6,0.8,,0.000,,
11/01/2015,09:00,217,1.0,50.3,25.9,78.8,0.1,,0.000,12.1,2.8
11/01/2015,10:00,205,0.7,46.1,27.4,69.6,0.0,,0.000,,
11/01/2015,11:00,90,1.7,45.9,28.0,70.4,0.0,,0.000,25.0,1.6
11/01/2015,12:00,112,2.5,26.7,27.4,75.8,0.0,,0.000,9.0,1.6
11/01/2015,13:00,107,2.4,23.6,27.5,74.8,0.0,,0.000,,
11/01/2015,14:00,99,2.3,24.0,27.1,77.2,0.0,,0.000,24.7,1.9
11/01/2015,15:00,89,2.8,23.2,27.2,78.5,0.0,,0.000,4.9,2.2
11/01/2015,16:00,64,3.1,17.2,26.8,79.7,0.0,,0.000,11.9,2.9
11/01/2015,17:00,54,3.3,16.8,26.5,80.4,0.0,,0.000,9.2,2.7
11/01/2015,18:00,53,3.5,16.7,26.2,81.6,0.0,,0.000,5.5,1.9
11/01/2015,19:00,42,2.4,20.2,26.1,82.6,0.0,,0.000,7.4,2.3
11/01/2015,20:00,36,1.9,23.4,26.1,83.1,0.0,,0.000,12.0,1.2
11/01/2015,21:00,44,2.1,16.5,26.1,83.8,0.0,,0.000,8.6,0.5
11/01/2015,22:00,41,1.9,20.0,26.0,84.3,0.0,,0.000,9.6,-0.1
11/01/2015,23:00,5,1.6,183.3,25.8,83.7,0.4,,0.001,7.1,0.0
12/01/2015,00:00,219,0.7,81.5,23.1,89.9,1.9,,0.001,11.1,-0.4
12/01/2015,01:00,204,1.7,23.8,23.1,91.8,0.0,,,8.4,1.2
12/01/2015,02:00,189,1.5,23.7,23.1,92.1,0.0,,0.000,3.1,1.8
12/01/2015,03:00,187,1.1,26.8,23.0,92.4,0.0,,0.000,4.3,0.2
12/01/2015,04:00,196,1.2,17.3,23.0,92.8,0.0,,0.000,10.4,2.9
12/01/2015,05:00,197,1.5,22.2,23.2,92.1,0.0,,0.000,10.2,5.8
12/01/2015,06:00,182,2.1,23.6,24.6,84.3,0.0,,0.000,9.5,4.1
12/01/2015,07:00,193,1.2,37.7,25.4,81.4,0.0,,0.000,11.4,3.2
12/01/2015,08:00,195,1.3,30.8,26.2,79.3,0.0,,0.000,10.9,2.3
12/01/2015,09:00,176,1.9,24.4,27.2,74.3,0.0,,0.000,4.8,3.4
12/01/2015,10:00,107,1.5,53.5,28.8,67.4,0.0,,0.000,,
12/01/2015,11:00,87,2.4,21.3,27.7,75.5,0.0,,0.000,19.6,3.2
12/01/2015,12:00,97,3.4,20.0,27.5,76.9,0.3,,0.000,25.3,2.1
12/01/2015,13:00,117,3.4,26.5,25.2,85.1,1.6,,0.000,,
12/01/2015,14:00,124,1.4,27.3,24.6,89.9,0.3,,0.000,19.6,2.4
12/01/2015,15:00,121,2.2,29.9,25.7,83.2,0.0,,0.000,2.4,1.7
12/01/2015,16:00,104,2.5,27.6,25.5,83.2,0.0,,0.000,25.6,3.0
12/01/2015,17:00,53,3.2,20.7,25.2,86.2,0.0,,0.000,,
12/01/2015,18:00,33,2.1,25.9,24.9,86.0,0.0,,0.000,7.2,2.3
12/01/2015,19:00,21,1.6,25.3,24.9,86.0,0.0,,0.001,10.8,1.9
12/01/2015,20:00,26,0.6,159.9,24.9,87.3,0.0,,0.001,8.6,2.2
12/01/2015,21:00,179,1.1,27.8,24.2,89.6,0.0,,0.000,8.3,0.6
12/01/2015,22:00,205,1.1,27.6,23.8,91.3,0.0,,0.000,2.3,1.5
12/01/2015,23:00,192,1.6,15.6,23.4,91.9,0.0,,0.000,3.0,-0.3
13/01/2015,00:00,149,1.5,38.6,23.6,91.5,0.0,,0.000,,
13/01/2015,01:00,160,2.3,24.9,23.3,90.1,0.0,,,4.7,0.6
13/01/2015,02:00,170,2.9,16.0,23.0,91.8,0.0,,0.000,-1.9,-0.4
13/01/2015,03:00,172,1.8,20.7,23.0,90.9,0.0,,0.000,3.1,0.9
13/01/2015,04:00,165,1.4,21.2,23.0,91.4,0.0,,0.000,11.7,3.7
13/01/2015,05:00,153,1.5,26.1,23.7,89.5,0.0,,0.000,15.6,4.5
13/01/2015,06:00,168,2.0,22.5,24.3,88.7,0.0,,0.000,23.1,2.7
13/01/2015,07:00,82,1.4,48.4,25.0,87.2,0.3,,0.000,16.0,1.7
13/01/2015,08:00,16,2.3,111.7,26.9,78.9,0.0,,0.000,31.6,2.3
13/01/2015,09:00,355,3.4,120.7,27.0,77.0,0.0,,0.001,,
13/01/2015,10:00,27,3.0,28.5,26.1,81.8,0.0,,0.001,16.7,2.7
13/01/2015,11:00,356,3.7,118.5,24.7,89.5,0.3,,0.001,9.3,-0.3
13/01/2015,12:00,14,2.9,28.8,25.8,81.9,0.0,,0.003,,
13/01/2015,13:00,56,3.2,22.7,25.4,82.4,0.0,,0.001,,
13/01/2015,14:00,36,2.7,23.9,26.1,79.8,0.0,,0.000,10.8,0.5
13/01/2015,15:00,44,2.3,28.3,26.2,78.4,0.0,,0.000,3.4,1.4
