Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3)
12/08/2015,07:00,2,1.9,200.6,16.5,82.9,0.0,,0.010,23.1,13.2
12/08/2015,08:00,350,3.7,20.2,19.2,69.3,0.0,,0.004,10.3,3.8
12/08/2015,09:00,350,3.9,119.1,21.1,60.1,0.0,,0.001,6.4,1.9
12/08/2015,10:00,355,4.4,120.4,21.9,62.0,0.0,,0.009,22.6,5.8
12/08/2015,11:00,355,5.4,19.4,23.5,57.4,0.0,,0.030,23.1,8.0
12/08/2015,12:00,355,6.8,14.5,23.9,59.2,0.0,,0.007,31.5,6.2
12/08/2015,13:00,350,5.7,19.9,22.6,68.8,0.0,,0.006,39.7,11.4
12/08/2015,14:00,353,1.7,200.6,20.3,75.0,0.9,,0.004,19.6,4.1
12/08/2015,15:00,9,3.2,116.7,21.9,69.6,0.0,,0.011,34.2,9.7
12/08/2015,16:00,336,5.2,20.9,21.4,65.0,0.1,,0.004,18.1,1.5
12/08/2015,17:00,346,3.4,19.7,19.3,76.2,0.0,,0.001,27.5,9.2
12/08/2015,18:00,344,1.2,153.4,18.2,80.1,0.0,,0.000,23.8,8.2
12/08/2015,19:00,4,1.2,208.0,17.3,79.5,0.0,,0.001,9.9,4.6
12/08/2015,20:00,339,1.5,29.7,16.8,70.8,0.0,,0.002,4.3,1.6
12/08/2015,21:00,269,1.8,44.6,18.5,50.2,0.0,,0.001,,
12/08/2015,22:00,255,2.7,28.8,19.5,33.5,0.0,,0.000,7.9,-0.6
12/08/2015,23:00,259,3.7,23.1,18.8,30.5,0.0,,0.000,15.5,-0.7
13/08/2015,00:00,247,4.0,27.1,17.9,31.3,0.0,,0.000,19.3,1.7
13/08/2015,01:00,248,3.1,25.0,16.7,35.3,0.0,,0.000,15.4,0.2
13/08/2015,02:00,246,3.4,22.4,15.5,40.0,0.0,,,16.6,1.5
13/08/2015,03:00,249,3.0,22.9,14.7,44.3,0.0,,0.000,15.2,1.1
13/08/2015,04:00,228,2.4,27.8,13.5,48.7,0.0,,0.000,15.6,2.9
13/08/2015,05:00,245,2.1,32.1,12.7,53.1,0.0,,0.000,19.6,2.8
13/08/2015,06:00,220,0.7,65.3,12.0,56.2,0.0,,0.000,37.2,10.8
13/08/2015,07:00,252,2.2,23.0,13.5,49.8,0.0,,0.000,35.6,5.0
13/08/2015,08:00,262,4.3,23.1,14.7,45.1,0.0,,0.000,33.1,2.8
13/08/2015,09:00,237,4.0,28.6,15.9,41.7,0.0,,0.000,39.6,2.8
13/08/2015,10:00,226,3.7,30.1,18.0,35.4,0.0,,0.000,24.4,0.5
13/08/2015,11:00,240,3.5,34.1,19.3,32.1,0.0,,0.000,27.6,0.2
13/08/2015,12:00,262,4.7,21.6,19.9,32.1,0.0,,0.000,29.5,-1.5
13/08/2015,13:00,256,3.7,28.6,21.1,29.8,0.0,,0.000,18.7,-0.4
13/08/2015,14:00,261,4.1,23.3,21.5,28.2,0.0,,0.000,15.8,-0.1
13/08/2015,15:00,257,4.1,23.1,21.7,27.5,0.0,,0.000,30.5,1.2
13/08/2015,16:00,254,3.7,23.4,21.2,27.6,0.0,,0.000,27.3,1.3
13/08/2015,17:00,259,2.9,22.3,19.7,31.7,0.0,,0.000,24.7,3.9
13/08/2015,18:00,257,2.6,23.0,18.5,35.7,0.0,,0.000,24.5,4.3
13/08/2015,19:00,233,2.3,31.9,17.3,39.6,0.0,,0.000,15.4,2.7
13/08/2015,20:00,232,1.9,23.1,15.7,45.2,0.0,,0.000,11.1,4.3
13/08/2015,21:00,221,2.1,29.0,14.6,49.2,0.0,,0.000,8.3,1.1
13/08/2015,22:00,233,3.4,21.5,14.2,51.5,0.0,,0.000,11.9,2.2
13/08/2015,23:00,234,2.0,29.0,13.5,55.0,0.0,,0.000,7.1,1.1
14/08/2015,00:00,229,1.0,52.2,12.4,59.3,0.0,,0.000,7.8,2.5
14/08/2015,01:00,237,0.9,68.4,10.8,66.7,0.0,,0.000,7.4,1.9
14/08/2015,02:00,222,1.3,27.2,9.9,71.5,0.0,,,30.3,3.8
14/08/2015,03:00,219,1.5,19.5,9.5,72.8,0.0,,0.000,5.5,2.7
14/08/2015,04:00,205,1.8,13.6,9.4,73.5,0.0,,0.000,6.7,3.3
14/08/2015,05:00,217,1.7,15.4,9.2,74.3,0.0,,0.000,8.4,3.4
14/08/2015,06:00,218,1.5,23.7,9.3,74.4,0.0,,0.000,15.6,4.5
14/08/2015,07:00,211,1.9,19.4,11.3,67.3,0.0,,0.000,14.7,5.5
14/08/2015,08:00,230,2.0,31.2,14.3,54.4,0.0,,0.000,8.0,2.2
14/08/2015,09:00,195,2.0,31.8,16.9,44.4,0.0,,0.000,8.8,2.1
14/08/2015,10:00,215,2.3,28.1,18.4,37.9,0.0,,0.000,3.1,0.1
14/08/2015,11:00,201,1.0,55.2,20.1,32.9,0.0,,0.000,6.1,-0.2
14/08/2015,12:00,77,2.2,31.6,20.2,41.4,0.0,,0.000,16.4,2.8
14/08/2015,13:00,81,2.7,22.8,20.0,39.4,0.0,,0.000,2.1,-0.1
14/08/2015,14:00,65,3.1,22.2,19.9,41.5,0.0,,0.000,12.1,2.8
14/08/2015,15:00,52,3.0,18.7,19.7,42.4,0.0,,0.001,8.3,2.7
14/08/2015,16:00,54,2.7,18.3,18.8,46.9,0.0,,0.000,10.6,3.5
14/08/2015,17:00,73,2.0,17.5,17.0,65.9,0.0,,0.000,25.5,7.6
14/08/2015,18:00,58,1.4,17.3,15.6,72.8,0.0,,0.000,14.8,8.2
14/08/2015,19:00,354,0.7,159.0,14.5,77.7,0.0,,0.000,11.0,4.2
14/08/2015,20:00,353,0.2,154.5,13.7,80.7,0.0,,0.000,14.6,7.3
14/08/2015,21:00,209,0.8,23.9,12.7,83.8,0.0,,0.000,29.7,12.0
14/08/2015,22:00,191,1.2,17.5,11.9,85.7,0.0,,0.000,25.0,13.7
14/08/2015,23:00,181,1.7,5.5,11.8,85.5,0.0,,0.000,18.3,11.5
15/08/2015,00:00,186,1.5,9.9,10.9,84.6,0.0,,0.000,13.9,11.7
15/08/2015,01:00,206,1.8,14.5,9.5,87.9,0.0,,0.000,15.3,11.4
15/08/2015,02:00,202,2.0,10.1,9.4,86.9,0.0,,,20.4,16.4
15/08/2015,03:00,203,2.2,12.1,9.1,86.5,0.0,,0.000,18.6,14.4
15/08/2015,04:00,202,2.1,12.7,9.0,85.8,0.0,,0.000,14.9,11.0
15/08/2015,05:00,201,2.2,9.7,9.0,84.6,0.0,,0.000,15.3,11.3
15/08/2015,06:00,203,2.1,10.5,9.0,83.3,0.0,,0.000,19.4,11.2
15/08/2015,07:00,203,2.7,11.6,11.0,75.3,0.0,,0.000,21.0,12.7
15/08/2015,08:00,202,2.8,19.6,13.8,65.9,0.0,,0.000,17.3,7.3
15/08/2015,09:00,203,2.1,28.9,16.6,58.4,0.0,,0.000,20.5,9.1
15/08/2015,10:00,205,2.0,30.6,17.8,57.1,0.0,,0.000,22.9,9.8
15/08/2015,11:00,167,2.2,30.5,19.8,53.9,0.0,,0.000,19.1,6.0
15/08/2015,12:00,102,2.0,52.6,21.2,50.4,0.0,,0.000,15.7,5.0
15/08/2015,13:00,73,3.1,25.9,20.5,55.8,0.0,,0.000,17.2,4.7
15/08/2015,14:00,89,3.0,20.5,20.3,56.9,0.0,,0.000,21.2,4.6
15/08/2015,15:00,90,3.3,19.9,20.3,55.8,0.0,,0.000,11.6,3.7
15/08/2015,16:00,105,3.3,19.5,19.8,59.2,0.0,,0.000,17.4,6.7
15/08/2015,17:00,115,2.1,23.1,18.1,68.4,0.0,,0.000,15.7,5.9
15/08/2015,18:00,126,1.7,21.6,16.9,72.6,0.0,,0.000,19.5,8.9
15/08/2015,19:00,136,1.5,21.4,16.2,76.1,0.0,,0.000,19.9,9.8
15/08/2015,20:00,149,1.3,23.1,15.6,75.7,0.0,,0.000,16.3,9.9
15/08/2015,21:00,177,1.0,28.5,14.5,76.4,0.0,,0.000,20.7,13.2
15/08/2015,22:00,227,1.2,14.3,13.4,81.0,0.0,,0.000,21.7,14.8
15/08/2015,23:00,228,1.5,16.7,13.0,81.3,0.0,,0.000,26.0,18.2
16/08/2015,00:00,228,1.2,16.7,12.1,85.2,0.0,,0.000,29.2,21.2
16/08/2015,01:00,205,1.7,13.3,11.4,85.2,0.0,,0.000,18.3,14.3
16/08/2015,02:00,212,1.7,20.9,11.3,84.7,0.0,,,18.4,12.7
16/08/2015,03:00,210,1.5,14.1,11.4,84.5,0.0,,0.000,13.4,8.3
16/08/2015,04:00,203,1.9,11.3,11.2,85.1,0.0,,0.000,13.5,8.4
16/08/2015,05:00,207,1.9,14.9,11.4,84.9,0.0,,0.000,14.8,7.3
16/08/2015,06:00,202,2.0,16.5,11.8,84.2,0.0,,0.000,16.9,9.8
16/08/2015,07:00,202,1.9,21.4,13.3,79.5,0.0,,0.000,14.3,7.0
16/08/2015,08:00,198,3.3,17.7,15.3,74.0,0.0,,0.000,11.9,5.2
16/08/2015,09:00,209,2.7,24.9,17.5,68.4,0.0,,0.000,13.1,4.9
16/08/2015,10:00,184,2.8,24.0,20.0,61.0,0.0,,0.000,3.2,-0.8
16/08/2015,11:00,161,2.0,37.1,20.8,58.1,0.0,,0.000,7.9,2.7
16/08/2015,12:00,126,2.3,30.3,20.3,61.2,0.0,,0.000,6.5,-0.3
16/08/2015,13:00,106,3.7,21.6,19.7,65.5,0.0,,0.000,6.7,-1.4
16/08/2015,14:00,102,3.8,17.4,18.4,71.8,0.0,,0.000,21.4,-0.1
16/08/2015,15:00,109,2.1,27.4,18.4,74.1,0.0,,0.000,6.2,-0.8
16/08/2015,16:00,93,2.2,18.5,17.8,74.4,0.0,,0.000,2.0,-0.1
16/08/2015,17:00,106,1.7,18.3,17.3,76.2,0.0,,0.000,4.1,0.0
16/08/2015,18:00,106,1.8,17.9,16.7,79.5,0.0,,0.000,9.4,3.1
16/08/2015,19:00,116,2.0,23.4,16.3,84.1,0.0,,0.000,5.8,1.2
16/08/2015,20:00,122,1.2,25.2,15.9,85.1,0.0,,0.000,4.4,2.3
16/08/2015,21:00,107,0.8,21.5,15.3,87.2,0.0,,0.000,5.0,1.4
16/08/2015,22:00,213,0.8,35.6,14.9,89.2,0.0,,0.000,4.0,-1.8
16/08/2015,23:00,205,1.4,22.1,14.3,90.4,0.0,,0.000,3.6,0.7
17/08/2015,00:00,202,1.5,20.4,13.7,91.5,0.0,,0.000,1.3,-0.1
17/08/2015,01:00,203,1.3,18.3,13.0,92.5,0.0,,0.000,2.2,0.9
17/08/2015,02:00,214,1.3,19.4,12.5,93.3,0.0,,,2.4,0.8
17/08/2015,03:00,201,1.8,11.5,12.3,93.7,0.0,,0.000,9.6,6.4
17/08/2015,04:00,211,1.7,13.2,11.8,93.9,0.0,,0.000,7.7,3.7
17/08/2015,05:00,218,1.8,16.7,11.6,94.1,0.0,,0.000,9.3,5.3
17/08/2015,06:00,208,1.9,16.2,11.8,94.0,0.0,,0.000,15.0,5.3
17/08/2015,07:00,202,2.2,17.2,13.7,88.4,0.0,,0.000,20.8,8.9
17/08/2015,08:00,208,2.1,25.0,16.6,77.3,0.0,,0.000,9.9,3.6
17/08/2015,09:00,220,2.0,31.8,18.8,66.9,0.0,,0.001,11.9,3.3
17/08/2015,10:00,248,0.8,60.3,21.1,55.8,0.0,,0.000,19.1,1.7
17/08/2015,11:00,64,1.6,72.8,21.3,56.9,0.0,,0.002,27.5,4.7
17/08/2015,12:00,53,2.5,27.5,21.0,60.3,0.0,,0.002,10.2,-0.2
17/08/2015,13:00,21,2.3,35.0,22.3,51.9,0.0,,0.001,4.7,-1.9
17/08/2015,14:00,32,2.7,27.4,22.3,48.0,0.0,,0.002,,
17/08/2015,15:00,35,2.8,29.7,21.4,53.0,0.0,,0.001,25.0,4.1
17/08/2015,16:00,357,2.6,242.4,20.5,62.2,0.0,,0.016,21.8,7.4
17/08/2015,17:00,14,1.9,117.8,18.4,76.0,0.0,,0.006,20.9,5.8
17/08/2015,18:00,343,2.4,16.4,17.4,84.7,0.0,,0.006,15.8,3.9
17/08/2015,19:00,342,2.0,19.0,16.9,87.8,0.0,,0.000,13.1,2.8
17/08/2015,20:00,327,1.8,12.8,16.3,88.5,0.0,,0.000,6.0,1.2
17/08/2015,21:00,322,1.6,12.9,15.4,90.4,0.0,,0.000,5.7,1.5
17/08/2015,22:00,347,1.0,186.3,14.9,90.7,0.0,,0.000,6.5,2.6
17/08/2015,23:00,316,1.0,28.5,14.3,91.8,0.0,,0.000,5.9,1.8
18/08/2015,00:00,287,0.3,91.8,13.5,92.4,0.0,,0.000,14.0,4.1
18/08/2015,01:00,296,0.6,36.9,12.6,93.1,0.0,,0.000,17.1,6.7
18/08/2015,02:00,223,1.7,17.4,12.4,93.8,0.0,,,16.7,5.3
18/08/2015,03:00,218,1.4,26.6,11.7,90.9,0.0,,0.000,5.9,4.6
18/08/2015,04:00,207,1.6,14.3,11.3,88.0,0.0,,0.000,14.5,11.5
18/08/2015,05:00,235,1.2,32.0,10.9,86.3,0.0,,0.000,17.3,7.5
18/08/2015,06:00,233,1.9,21.7,11.4,82.8,0.0,,0.000,37.7,10.5
18/08/2015,07:00,222,1.7,26.7,13.3,76.6,0.0,,0.002,31.2,11.1
18/08/2015,08:00,222,1.8,30.2,16.2,63.9,0.0,,0.003,18.3,7.6
18/08/2015,09:00,230,2.6,25.0,18.2,52.1,0.0,,0.001,9.4,4.4
18/08/2015,10:00,216,2.1,28.8,20.0,42.0,0.0,,0.000,5.7,1.0
18/08/2015,11:00,228,1.1,55.5,21.6,35.9,0.0,,0.000,9.2,1.4
18/08/2015,12:00,314,1.0,87.3,22.7,32.1,0.0,,0.000,9.7,0.3
18/08/2015,13:00,63,3.6,19.2,21.3,40.9,0.0,,0.003,26.6,6.5
18/08/2015,14:00,66,3.6,21.1,20.6,47.7,0.0,,0.000,13.5,4.4
18/08/2015,15:00,73,3.6,15.8,20.1,54.6,0.0,,0.000,21.9,6.3
18/08/2015,16:00,77,3.3,17.7,19.3,58.4,0.0,,0.000,13.0,4.5
18/08/2015,17:00,105,2.6,20.5,18.1,66.1,0.0,,0.000,12.4,4.7
18/08/2015,18:00,122,1.6,22.0,17.0,69.6,0.0,,0.000,11.8,4.6
18/08/2015,19:00,139,0.7,22.7,15.6,73.6,0.0,,0.000,10.6,5.4
18/08/2015,20:00,247,0.4,59.6,14.3,78.4,0.0,,0.000,19.1,9.3
18/08/2015,21:00,247,0.9,26.8,13.4,81.9,0.0,,0.000,57.2,12.4
18/08/2015,22:00,206,1.8,10.1,13.1,81.7,0.0,,0.000,31.0,10.4
18/08/2015,23:00,207,1.7,9.5,12.8,81.5,0.0,,0.000,11.6,6.4
19/08/2015,00:00,208,1.7,7.1,12.2,83.3,0.0,,0.000,12.3,6.9
19/08/2015,01:00,199,1.8,9.7,11.4,85.4,0.0,,0.000,11.1,6.5
19/08/2015,02:00,204,2.0,12.4,11.4,84.8,0.0,,,14.8,8.4
19/08/2015,03:00,206,2.2,15.0,11.3,82.7,0.0,,0.000,11.9,8.7
19/08/2015,04:00,202,2.5,11.9,11.1,80.9,0.0,,0.000,13.1,9.1
19/08/2015,05:00,202,2.4,12.4,11.1,81.4,0.0,,0.000,14.6,9.1
19/08/2015,06:00,197,1.9,15.5,10.9,81.9,0.0,,0.000,18.4,9.7
19/08/2015,07:00,207,1.9,15.4,11.9,78.2,0.0,,0.000,24.0,11.7
19/08/2015,08:00,204,2.1,22.7,15.0,66.0,0.0,,0.000,20.8,9.0
19/08/2015,09:00,173,2.3,29.2,18.6,57.7,0.0,,0.000,22.5,8.4
19/08/2015,10:00,131,2.8,28.3,21.2,52.8,0.0,,0.000,16.1,6.8
19/08/2015,11:00,100,3.4,25.6,21.4,53.6,0.0,,0.000,11.9,2.2
19/08/2015,12:00,108,3.4,26.1,21.8,51.3,0.0,,0.000,7.7,0.8
19/08/2015,13:00,97,3.5,23.4,21.6,52.6,0.0,,0.000,11.3,1.5
19/08/2015,14:00,94,3.5,23.3,21.4,53.9,0.0,,0.000,13.3,1.9
19/08/2015,15:00,108,3.6,22.5,20.9,58.2,0.0,,0.000,21.6,4.7
19/08/2015,16:00,110,3.2,23.0,19.8,63.5,0.0,,0.000,17.3,5.2
19/08/2015,17:00,122,2.6,22.5,18.2,72.1,0.0,,0.000,12.1,2.6
19/08/2015,18:00,131,1.8,19.5,17.1,76.1,0.0,,0.000,10.1,4.1
19/08/2015,19:00,154,1.4,18.3,16.2,79.2,0.0,,0.000,13.8,4.7
19/08/2015,20:00,174,1.7,17.4,15.6,83.0,0.0,,0.000,12.4,5.0
19/08/2015,21:00,183,0.9,39.3,14.9,84.8,0.0,,0.000,8.0,3.7
19/08/2015,22:00,205,1.2,15.0,14.2,86.2,0.0,,0.000,8.7,4.3
19/08/2015,23:00,196,1.8,10.6,14.2,85.1,0.0,,0.000,6.4,3.0
20/08/2015,00:00,206,2.1,13.4,13.7,85.5,0.0,,0.000,5.7,3.2
20/08/2015,01:00,207,1.8,14.3,13.3,85.2,0.0,,0.000,11.6,8.2
20/08/2015,02:00,200,2.1,11.9,12.8,86.7,0.0,,,8.1,4.3
20/08/2015,03:00,199,1.9,13.6,12.5,86.7,0.0,,0.000,6.7,4.2
20/08/2015,04:00,203,1.7,9.3,11.7,88.8,0.0,,0.000,16.1,12.4
20/08/2015,05:00,215,1.6,12.1,11.2,90.2,0.0,,0.000,15.1,7.2
20/08/2015,06:00,211,2.0,14.5,11.4,90.2,0.0,,0.000,25.9,9.7
20/08/2015,07:00,210,2.2,16.8,13.0,85.9,0.0,,0.000,25.7,9.0
20/08/2015,08:00,200,2.6,18.2,16.2,73.0,0.0,,0.000,15.7,6.2
20/08/2015,09:00,,,,19.0,65.3,0.0,,0.000,14.5,5.6
20/08/2015,10:00,132,2.5,31.8,21.3,61.6,0.0,,0.000,14.0,3.6
20/08/2015,11:00,115,3.1,27.1,21.5,62.2,0.0,,0.000,12.8,2.0
20/08/2015,12:00,116,3.9,23.0,21.6,62.4,0.0,,0.000,7.5,-1.5
20/08/2015,13:00,122,3.7,25.6,21.4,60.6,0.0,,0.000,7.6,-1.5
20/08/2015,14:00,101,3.5,23.6,21.4,57.6,0.0,,0.000,5.7,-0.4
20/08/2015,15:00,101,3.5,19.5,20.6,62.0,0.0,,0.000,12.7,0.8
20/08/2015,16:00,105,3.2,22.5,19.9,66.2,0.0,,0.000,11.3,1.6
20/08/2015,17:00,114,2.8,20.1,19.3,68.7,0.0,,0.000,9.6,0.1
20/08/2015,18:00,124,1.9,24.3,18.9,70.7,0.0,,0.000,9.3,0.9
20/08/2015,19:00,128,1.5,22.0,18.6,71.2,0.0,,0.000,12.0,1.3
20/08/2015,20:00,166,1.2,32.8,18.4,72.5,0.0,,0.000,12.9,2.8
20/08/2015,21:00,195,1.7,8.7,17.6,75.9,0.0,,0.000,16.5,4.8
20/08/2015,22:00,170,1.6,15.9,17.6,77.5,0.0,,0.000,12.4,1.3
20/08/2015,23:00,189,1.7,13.1,17.5,78.6,0.0,,0.000,13.1,3.3
21/08/2015,00:00,119,1.4,46.8,17.5,80.9,0.0,,0.000,20.7,5.0
21/08/2015,01:00,113,1.7,24.7,17.0,88.8,0.0,,0.000,7.6,-1.3
21/08/2015,02:00,134,1.3,20.8,17.1,88.4,0.0,,,2.1,-1.3
21/08/2015,03:00,176,1.3,46.8,16.8,88.1,0.1,,0.000,5.7,1.7
21/08/2015,04:00,153,1.3,28.0,16.1,90.9,0.7,,0.000,11.1,2.0
21/08/2015,05:00,184,1.7,9.1,15.9,92.8,0.0,,0.000,7.6,1.8
21/08/2015,06:00,205,1.1,64.9,15.9,92.9,0.4,,0.000,10.8,4.2
21/08/2015,07:00,198,1.5,19.6,16.3,92.8,0.0,,0.000,17.1,5.9
21/08/2015,08:00,147,1.9,27.4,18.2,86.3,0.0,,0.000,13.7,3.9
21/08/2015,09:00,134,2.1,28.1,19.4,80.5,0.0,,0.000,8.3,1.0
21/08/2015,10:00,115,3.2,25.4,20.2,77.9,0.1,,0.000,16.4,2.2
21/08/2015,11:00,116,3.2,24.4,20.7,77.4,0.0,,0.000,1.3,-1.7
21/08/2015,12:00,119,3.9,20.8,21.9,69.1,0.0,,0.000,0.5,-3.4
21/08/2015,13:00,116,2.9,27.1,21.5,69.5,0.0,,0.000,5.4,-0.8
21/08/2015,14:00,93,2.5,31.9,19.8,77.1,0.3,,0.000,9.1,1.4
21/08/2015,15:00,70,1.7,27.7,18.1,89.5,0.0,,0.000,6.0,0.0
21/08/2015,16:00,82,2.1,20.6,18.0,89.9,0.3,,0.000,5.2,0.8
21/08/2015,17:00,117,1.5,22.1,17.6,92.7,0.0,,0.000,3.5,1.1
21/08/2015,18:00,146,1.1,23.0,17.5,92.4,0.0,,0.000,1.5,0.3
21/08/2015,19:00,165,1.3,26.5,17.0,92.8,0.0,,0.000,3.4,1.8
21/08/2015,20:00,189,1.6,13.2,16.6,93.7,0.0,,0.000,4.7,1.9
21/08/2015,21:00,169,1.4,14.4,16.6,94.3,0.0,,0.000,6.0,1.6
21/08/2015,22:00,158,1.2,23.8,16.9,94.4,0.0,,0.000,6.6,2.3
21/08/2015,23:00,166,1.7,15.9,17.1,94.4,0.0,,0.000,6.8,3.1
22/08/2015,00:00,190,1.3,31.5,17.2,94.5,0.2,,0.000,2.4,0.4
22/08/2015,01:00,189,0.7,37.6,17.1,94.8,0.0,,0.000,1.1,-0.2
22/08/2015,02:00,50,0.4,151.4,17.1,95.1,0.0,,,2.4,0.3
22/08/2015,03:00,211,0.8,39.0,17.0,95.3,0.1,,0.000,6.9,3.2
22/08/2015,04:00,233,0.6,52.0,17.2,95.5,0.2,,0.000,3.6,1.0
22/08/2015,05:00,194,1.2,16.4,17.1,95.7,0.0,,0.000,10.1,8.0
22/08/2015,06:00,202,1.1,30.0,17.1,95.8,0.1,,0.000,5.3,1.6
22/08/2015,07:00,190,1.2,35.8,17.8,95.1,0.0,,0.000,12.1,4.5
22/08/2015,08:00,202,1.3,30.0,19.5,84.3,0.0,,0.000,5.8,4.1
22/08/2015,09:00,167,1.0,38.8,20.2,80.2,0.0,,0.000,9.6,4.6
22/08/2015,10:00,191,0.7,62.7,20.8,79.0,0.0,,0.001,11.3,6.7
22/08/2015,11:00,72,2.5,21.9,22.4,73.2,0.0,,0.002,5.3,3.3
22/08/2015,12:00,68,3.2,19.7,22.0,74.2,0.0,,0.001,4.0,-1.3
22/08/2015,13:00,71,3.3,18.6,22.0,75.6,0.0,,0.000,11.3,0.3
22/08/2015,14:00,59,3.2,19.7,21.9,75.8,0.0,,0.000,6.9,-0.3
22/08/2015,15:00,43,2.8,26.5,22.0,74.2,0.0,,0.001,7.9,1.2
22/08/2015,16:00,13,2.3,200.6,21.8,74.0,0.0,,0.006,8.4,4.0
22/08/2015,17:00,43,2.4,20.4,20.0,83.6,0.0,,0.002,9.4,3.9
22/08/2015,18:00,32,2.1,31.5,19.8,85.4,0.0,,0.001,8.1,2.5
22/08/2015,19:00,39,2.0,19.4,19.7,86.3,0.0,,0.000,12.1,2.5
22/08/2015,20:00,19,1.7,200.3,19.3,87.9,0.0,,0.001,10.4,1.5
22/08/2015,21:00,355,0.9,138.4,18.7,90.4,0.0,,0.002,12.4,3.1
22/08/2015,22:00,332,1.4,17.1,18.4,92.4,0.0,,0.000,8.8,0.0
22/08/2015,23:00,332,1.0,18.6,17.8,93.6,0.0,,0.000,4.2,-0.3
23/08/2015,00:00,347,0.5,159.6,17.2,94.4,0.0,,0.000,5.9,2.6
23/08/2015,01:00,,0.0,98.4,17.0,94.9,0.0,,0.000,11.9,3.7
23/08/2015,02:00,253,0.5,28.8,16.6,95.0,0.0,,,15.6,5.8
23/08/2015,03:00,251,0.3,68.7,16.4,95.1,0.0,,0.000,15.3,5.5
23/08/2015,04:00,145,0.5,43.0,16.6,95.4,0.0,,0.000,17.0,8.0
23/08/2015,05:00,202,0.4,33.9,16.4,95.2,0.0,,0.000,10.6,5.6
23/08/2015,06:00,207,0.5,42.3,16.5,95.3,0.0,,0.000,27.5,11.0
23/08/2015,07:00,200,0.7,22.0,17.3,94.9,0.0,,0.000,28.1,9.9
23/08/2015,08:00,184,0.4,60.6,19.0,91.0,0.0,,0.000,25.8,9.2
23/08/2015,09:00,340,1.5,35.0,21.6,79.2,0.0,,0.000,15.2,5.7
23/08/2015,10:00,343,2.8,19.6,23.1,69.9,0.0,,0.000,5.1,1.3
23/08/2015,11:00,357,3.0,169.8,24.0,64.0,0.0,,0.002,5.5,-0.7
23/08/2015,12:00,354,4.0,22.2,23.9,64.9,0.0,,0.003,10.0,1.0
23/08/2015,13:00,351,4.5,16.7,23.5,67.3,0.0,,0.003,11.7,1.3
23/08/2015,14:00,357,3.6,120.7,23.3,68.3,0.0,,0.011,13.2,3.6
23/08/2015,15:00,357,3.9,212.7,23.6,65.0,0.0,,0.019,13.0,4.1
23/08/2015,16:00,356,3.6,212.5,21.8,73.8,0.0,,0.023,16.7,6.9
23/08/2015,17:00,356,3.6,119.4,20.7,80.9,0.0,,0.031,24.8,9.8
23/08/2015,18:00,354,3.3,211.4,20.4,83.9,0.0,,0.029,17.9,8.3
23/08/2015,19:00,356,3.5,19.5,20.2,85.1,0.0,,0.035,20.4,9.1
23/08/2015,20:00,352,4.3,16.4,20.0,86.4,0.0,,0.017,16.6,6.4
23/08/2015,21:00,355,3.8,13.2,19.6,88.5,0.0,,0.003,9.5,0.0
23/08/2015,22:00,353,2.9,15.6,19.4,90.0,0.0,,0.001,7.8,0.1
23/08/2015,23:00,354,2.5,19.2,18.8,91.3,0.0,,0.000,6.6,-0.7
24/08/2015,00:00,351,2.6,15.2,18.5,91.6,0.0,,0.000,5.6,-0.7
24/08/2015,01:00,351,2.9,17.3,18.6,90.7,0.0,,0.000,3.8,-1.8
24/08/2015,02:00,346,1.9,19.2,18.3,90.9,0.0,,,3.5,-1.2
24/08/2015,03:00,306,1.3,21.5,17.7,91.6,0.0,,0.000,3.6,-0.4
24/08/2015,04:00,288,0.8,22.9,17.1,92.9,0.0,,0.000,9.5,1.4
24/08/2015,05:00,334,0.8,117.2,16.8,93.3,0.0,,0.000,5.3,0.4
24/08/2015,06:00,358,1.7,165.0,17.4,93.4,0.0,,0.000,24.9,7.0
24/08/2015,07:00,348,3.6,17.7,20.0,83.6,0.0,,0.000,4.2,0.4
24/08/2015,08:00,349,3.7,19.7,21.7,75.0,0.0,,0.000,10.8,2.7
24/08/2015,09:00,348,3.7,114.5,22.9,67.6,0.0,,0.000,7.4,-1.0
24/08/2015,10:00,354,3.4,119.6,23.5,67.0,0.0,,0.001,10.1,0.7
24/08/2015,11:00,358,3.7,119.8,24.9,60.8,0.0,,0.005,8.1,1.3
24/08/2015,12:00,13,3.5,200.7,24.7,63.2,0.0,,0.005,19.8,2.0
24/08/2015,13:00,356,4.5,209.8,24.2,65.1,0.0,,0.019,27.5,6.5
24/08/2015,14:00,17,3.0,34.1,23.3,70.1,0.0,,0.005,22.4,2.9
24/08/2015,15:00,2,4.5,170.0,23.6,69.3,0.0,,0.017,23.5,5.2
24/08/2015,16:00,355,5.9,18.7,22.2,74.4,0.0,,0.020,22.0,6.7
24/08/2015,17:00,356,5.1,19.3,21.2,79.8,0.0,,0.047,23.4,10.4
24/08/2015,18:00,4,3.5,121.0,20.9,81.9,0.0,,0.053,28.0,13.4
24/08/2015,19:00,358,4.6,121.0,20.8,82.0,0.0,,0.039,26.3,12.5
24/08/2015,20:00,351,3.7,20.4,20.2,85.1,0.0,,0.004,17.5,3.3
